Temperature,CO2,VOC,Time
-1.25,400,0,02:59:14
-1.25,400,0,02:59:16
-1.1875,400,0,02:59:17
-1.3125,400,0,02:59:18
-1.25,400,0,02:59:19
-1.25,400,0,02:59:21
-1.25,400,0,02:59:22
-1.3125,400,0,02:59:23
-1.3125,400,0,02:59:24
-1.25,400,0,02:59:26
-1.3125,400,0,02:59:27
-1.3125,400,0,02:59:28
-1.3125,400,0,02:59:29
-1.25,400,0,02:59:30
-1.3125,400,0,02:59:32
-1.3125,400,0,02:59:33
-1.375,400,0,02:59:34
-1.375,400,0,02:59:35
-1.375,400,0,02:59:37
-1.375,400,0,02:59:38
-1.375,400,0,02:59:39
-1.375,400,0,02:59:40
-1.4375,400,0,02:59:42
-1.4375,400,0,02:59:43
-1.375,400,0,02:59:44
-1.375,400,0,02:59:45
-1.375,400,0,02:59:46
-1.375,400,0,02:59:48
-1.4375,400,0,02:59:49
-1.4375,400,0,02:59:50
-1.4375,400,0,02:59:51
-1.375,400,0,02:59:53
-1.4375,400,0,02:59:54
-1.4375,400,0,02:59:55
-1.375,400,0,02:59:56
-1.4375,400,0,02:59:58
-1.4375,400,0,02:59:59
-1.4375,400,0,03:00:00
-1.4375,400,0,03:00:01
-1.5,400,0,03:00:03
-1.5,400,0,03:00:04
-1.5,400,0,03:00:05
-1.4375,400,0,03:00:06
-1.5,400,0,03:00:07
-1.4375,400,0,03:00:09
-1.5,400,0,03:00:10
-1.5,400,0,03:00:11
-1.5,400,0,03:00:12
-1.5,400,0,03:00:14
-1.5,400,0,03:00:15
-1.5,400,0,03:00:16
-1.5625,400,0,03:00:17
-1.5625,400,0,03:00:19
-1.5625,400,0,03:00:20
-1.5625,400,0,03:00:21
-1.5625,400,0,03:00:22
-1.5625,400,0,03:00:23
-1.5625,400,0,03:00:25
-1.5625,400,0,03:00:26
-1.5625,400,0,03:00:27
-1.5,400,0,03:00:28
-1.5625,400,0,03:00:30
-1.5625,400,0,03:00:31
-1.5625,400,0,03:00:32
-1.5625,400,0,03:00:33
-1.5625,400,0,03:00:35
-1.5625,400,0,03:00:36
-1.625,400,0,03:00:37
-1.5625,400,0,03:00:38
-1.5625,400,0,03:00:40
-1.5625,400,0,03:00:41
-1.625,400,0,03:00:42
-1.625,400,0,03:00:43
-1.5625,400,0,03:00:44
-1.625,400,0,03:00:46
-1.625,400,0,03:00:47
-1.625,400,0,03:00:48
-1.5625,400,0,03:00:49
-1.625,400,0,03:00:51
-1.5625,400,0,03:00:52
-1.625,400,0,03:00:53
-1.625,400,0,03:00:54
-1.5625,400,0,03:00:56
-1.5625,400,0,03:00:57
-1.625,400,0,03:00:58
-1.625,400,0,03:00:59
-1.625,400,0,03:01:00
-1.625,400,0,03:01:02
-1.625,400,0,03:01:03
-1.625,400,0,03:01:04
-1.6875,400,0,03:01:05
-1.625,400,0,03:01:07
-1.625,400,0,03:01:08
-1.6875,400,0,03:01:09
-1.625,400,0,03:01:10
-1.6875,400,0,03:01:12
-1.6875,400,0,03:01:13
-1.625,400,0,03:01:14
-1.6875,400,0,03:01:15
-1.6875,400,0,03:01:17
-1.6875,400,0,03:01:18
-1.6875,400,0,03:01:19
-1.75,400,0,03:01:20
-1.6875,400,0,03:01:21
-1.6875,400,0,03:01:23
-1.6875,400,0,03:01:24
-1.6875,400,0,03:01:25
-1.6875,400,0,03:01:26
-1.75,400,0,03:01:28
-1.75,400,0,03:01:29
-1.6875,400,0,03:01:30
-1.75,400,0,03:01:31
-1.6875,400,0,03:01:33
-1.75,400,0,03:01:34
-1.6875,400,0,03:01:35
-1.75,400,0,03:01:36
-1.75,400,0,03:01:38
-1.75,400,0,03:01:39
-1.75,400,0,03:01:40
-1.75,400,0,03:01:41
-1.8125,400,0,03:01:42
-1.8125,400,0,03:01:44
-1.8125,400,0,03:01:45
-1.75,400,0,03:01:46
-1.75,400,0,03:01:47
-1.75,400,0,03:01:49
-1.75,400,0,03:01:50
-1.8125,400,0,03:01:51
-1.75,400,0,03:01:52
-1.75,400,0,03:01:54
-1.8125,400,0,03:01:55
-1.75,400,0,03:01:56
-1.75,400,0,03:01:57
-1.75,400,0,03:01:58
-1.75,400,0,03:02:00
-1.8125,400,0,03:02:01
-1.75,400,0,03:02:02
-1.8125,400,0,03:02:03
-1.8125,400,0,03:02:05
-1.8125,400,0,03:02:06
-1.8125,400,0,03:02:07
-1.8125,400,0,03:02:08
-1.8125,400,0,03:02:10
-1.8125,400,0,03:02:11
-1.875,400,0,03:02:12
-1.8125,400,0,03:02:13
-1.8125,400,0,03:02:15
-1.8125,400,0,03:02:16
-1.8125,400,0,03:02:17
-1.8125,400,0,03:02:18
-1.875,400,0,03:02:19
-1.875,400,0,03:02:21
-1.875,400,0,03:02:22
-1.9375,400,0,03:02:23
-1.875,400,0,03:02:24
-1.875,400,0,03:02:26
-1.875,400,0,03:02:27
-1.875,400,0,03:02:28
-1.875,400,0,03:02:29
-1.875,400,0,03:02:31
-1.9375,400,0,03:02:32
-1.875,400,0,03:02:33
-1.9375,400,0,03:02:34
-1.875,400,0,03:02:35
-1.875,400,0,03:02:37
-1.875,400,0,03:02:38
-1.9375,400,0,03:02:39
-1.875,400,0,03:02:40
-1.9375,400,0,03:02:42
-1.9375,400,0,03:02:43
-1.9375,400,0,03:02:44
-1.9375,400,0,03:02:45
-1.9375,400,0,03:02:47
-2.0,400,0,03:02:48
-1.9375,400,0,03:02:49
-2.0,400,0,03:02:50
-2.0,400,0,03:02:52
-2.0,400,0,03:02:53
-1.9375,400,0,03:02:54
-2.0,400,0,03:02:55
-2.0,400,0,03:02:56
-1.9375,400,0,03:02:58
-2.0,400,0,03:02:59
-2.0625,400,0,03:03:00
-2.0,400,0,03:03:01
-2.0625,400,0,03:03:03
-2.0625,400,0,03:03:04
-2.0,400,0,03:03:05
-2.0625,400,0,03:03:06
-2.0,400,0,03:03:08
-2.0,400,0,03:03:09
-2.0,400,0,03:03:10
-2.0625,400,0,03:03:11
-2.0,400,0,03:03:12
-2.0625,400,0,03:03:14
-2.0,400,0,03:03:15
-2.0,400,0,03:03:16
-2.0625,400,0,03:03:17
-2.0,400,0,03:03:19
-1.9375,400,0,03:03:20
-2.0,400,0,03:03:21
-2.0625,400,0,03:03:22
-2.0625,400,0,03:03:24
-2.0625,400,0,03:03:25
-2.0625,400,0,03:03:26
-2.0625,400,0,03:03:27
-2.0,400,0,03:03:29
-2.0,400,0,03:03:30
-2.0625,400,0,03:03:31
-2.0625,400,0,03:03:32
-2.0625,400,0,03:03:33
-2.125,400,0,03:03:35
-2.0625,400,0,03:03:36
-2.0625,400,0,03:03:37
-2.0625,400,0,03:03:38
-2.0625,400,0,03:03:40
-2.0625,400,0,03:03:41
-2.125,400,0,03:03:42
-2.0625,400,0,03:03:43
-2.0625,400,0,03:03:45
-2.0625,400,0,03:03:46
-2.1875,400,0,03:03:47
-2.0625,400,0,03:03:48
-2.0625,400,0,03:03:49
-2.125,400,0,03:03:51
-2.125,400,0,03:03:52
-2.125,400,0,03:03:53
-2.0625,400,0,03:03:54
-2.125,400,0,03:03:56
-2.0625,400,0,03:03:57
-2.125,400,0,03:03:58
-2.0625,400,0,03:03:59
-2.125,400,0,03:04:01
-2.1875,400,0,03:04:02
-2.1875,400,0,03:04:03
-2.0625,400,0,03:04:04
-2.125,400,0,03:04:06
-2.125,400,0,03:04:07
-2.1875,400,0,03:04:08
-2.0625,400,0,03:04:09
-2.125,400,0,03:04:10
-2.1875,400,0,03:04:12
-2.1875,400,0,03:04:13
-2.125,400,0,03:04:14
-2.0625,400,0,03:04:15
-2.125,400,0,03:04:17
-2.1875,400,0,03:04:18
-2.1875,400,0,03:04:19
-2.125,400,0,03:04:20
-2.1875,400,0,03:04:22
-2.1875,400,0,03:04:23
-2.1875,400,0,03:04:24
-2.1875,400,0,03:04:25
-2.125,400,0,03:04:27
-2.1875,400,0,03:04:28
-2.1875,400,0,03:04:29
-2.25,400,0,03:04:30
-2.25,400,0,03:04:31
-2.1875,400,0,03:04:33
-2.25,400,0,03:04:34
-2.25,400,0,03:04:35
-2.1875,400,0,03:04:36
-2.25,400,0,03:04:38
-2.1875,400,0,03:04:39
-2.3125,400,0,03:04:40
-2.1875,400,0,03:04:41
-2.1875,400,0,03:04:43
-2.25,400,0,03:04:44
-2.1875,400,0,03:04:45
-2.25,400,0,03:04:46
-2.25,400,0,03:04:47
-2.1875,400,0,03:04:49
-2.25,400,0,03:04:50
-2.25,400,0,03:04:51
-2.25,400,0,03:04:52
-2.3125,400,0,03:04:54
-2.25,400,0,03:04:55
-2.3125,400,0,03:04:56
-2.25,400,0,03:04:57
-2.25,400,0,03:04:59
-2.25,400,0,03:05:00
-2.3125,400,0,03:05:01
-2.3125,400,0,03:05:02
-2.25,400,0,03:05:04
-2.3125,400,0,03:05:05
-2.3125,400,0,03:05:06
-2.3125,400,0,03:05:07
-2.25,400,0,03:05:08
-2.25,400,0,03:05:10
-2.3125,400,0,03:05:11
-2.3125,400,0,03:05:12
-2.25,400,0,03:05:13
-2.3125,400,0,03:05:15
-2.3125,400,0,03:05:16
-2.3125,400,0,03:05:17
-2.25,400,0,03:05:18
-2.3125,400,0,03:05:20
-2.25,400,0,03:05:21
-2.3125,400,0,03:05:22
-2.3125,400,0,03:05:23
-2.3125,400,0,03:05:24
-2.3125,400,0,03:05:26
-2.3125,400,0,03:05:27
-2.3125,400,0,03:05:28
-2.3125,400,0,03:05:29
-2.3125,400,0,03:05:31
-2.3125,400,0,03:05:32
-2.3125,400,0,03:05:33
-2.3125,400,0,03:05:34
-2.3125,400,0,03:05:36
-2.3125,400,0,03:05:37
-2.3125,400,0,03:05:38
-2.375,400,0,03:05:39
-2.3125,400,0,03:05:41
-2.3125,400,0,03:05:42
-2.3125,400,0,03:05:43
-2.375,400,0,03:05:44
-2.375,400,0,03:05:45
-2.375,400,0,03:05:47
-2.375,400,0,03:05:48
-2.375,400,0,03:05:49
-2.375,400,0,03:05:50
-2.375,400,0,03:05:52
-2.375,400,0,03:05:53
-2.375,400,0,03:05:54
-2.375,400,0,03:05:55
-2.375,400,0,03:05:57
-2.375,400,0,03:05:58
-2.375,400,0,03:05:59
-2.3125,400,0,03:06:00
-2.375,400,0,03:06:01
-2.3125,400,0,03:06:03
-2.375,400,0,03:06:04
-2.375,400,0,03:06:05
-2.375,400,0,03:06:06
-2.375,400,0,03:06:08
-2.375,400,0,03:06:09
-2.375,400,0,03:06:10
-2.375,400,0,03:06:11
-2.375,400,0,03:06:13
-2.375,400,0,03:06:14
-2.375,400,0,03:06:15
-2.375,400,0,03:06:16
-2.375,400,0,03:06:18
-2.375,400,0,03:06:19
-2.3125,400,0,03:06:20
-2.375,400,0,03:06:21
-2.375,400,0,03:06:22
-2.375,400,0,03:06:24
-2.3125,400,0,03:06:25
-2.375,400,0,03:06:26
-2.375,400,0,03:06:27
-2.375,400,0,03:06:29
-2.375,400,0,03:06:30
-2.4375,400,0,03:06:31
-2.375,400,0,03:06:32
-2.375,400,0,03:06:34
-2.4375,400,0,03:06:35
-2.375,400,0,03:06:36
-2.4375,400,0,03:06:37
-2.3125,400,0,03:06:39
-2.3125,400,0,03:06:40
-2.3125,400,0,03:06:41
-2.3125,400,0,03:06:42
-2.3125,400,0,03:06:43
-2.3125,400,0,03:06:45
-2.3125,400,0,03:06:46
-2.3125,400,0,03:06:47
-2.3125,400,0,03:06:48
-2.25,400,0,03:06:50
-2.25,400,0,03:06:51
-2.3125,400,0,03:06:52
-2.3125,400,0,03:06:53
-2.375,400,0,03:06:55
-2.3125,400,0,03:06:56
-2.3125,400,0,03:06:57
-2.3125,400,0,03:06:58
-2.3125,400,0,03:06:59
-2.3125,400,0,03:07:01
-2.3125,400,0,03:07:02
-2.3125,400,0,03:07:03
-2.3125,400,0,03:07:04
-2.3125,400,0,03:07:06
-2.3125,400,0,03:07:07
-2.3125,400,0,03:07:08
-2.3125,400,0,03:07:09
-2.25,400,0,03:07:11
-2.25,400,0,03:07:12
-2.3125,400,0,03:07:13
-2.25,400,0,03:07:14
-2.25,400,0,03:07:16
-2.3125,400,0,03:07:17
-2.3125,400,0,03:07:18
-2.25,400,0,03:07:19
-2.3125,400,0,03:07:20
-2.25,400,0,03:07:22
-2.25,400,0,03:07:23
-2.25,400,0,03:07:24
-2.3125,400,0,03:07:25
-2.25,400,0,03:07:27
-2.25,400,0,03:07:28
-2.25,400,0,03:07:29
-2.3125,400,0,03:07:30
-2.25,400,0,03:07:32
-2.25,400,0,03:07:33
-2.25,400,0,03:07:34
-2.25,400,0,03:07:35
-2.3125,400,0,03:07:36
-2.25,400,0,03:07:38
-2.3125,400,0,03:07:39
-2.3125,400,0,03:07:40
-2.25,400,0,03:07:41
-2.25,400,0,03:07:43
-2.3125,400,0,03:07:44
-2.3125,400,0,03:07:45
-2.25,400,0,03:07:46
-2.3125,400,0,03:07:48
-2.3125,400,0,03:07:49
-2.25,400,0,03:07:50
-2.25,400,0,03:07:51
-2.3125,400,0,03:07:53
-2.3125,400,0,03:07:54
-2.3125,400,0,03:07:55
-2.25,400,0,03:07:56
-2.3125,400,0,03:07:57
-2.3125,400,0,03:07:59
-2.25,400,0,03:08:00
-2.25,400,0,03:08:01
-2.25,400,0,03:08:02
-2.25,400,0,03:08:04
-2.3125,400,0,03:08:05
-2.3125,400,0,03:08:06
-2.3125,400,0,03:08:07
-2.25,400,0,03:08:09
-2.25,400,0,03:08:10
-2.3125,400,0,03:08:11
-2.25,400,0,03:08:12
-2.25,400,0,03:08:13
-2.3125,400,0,03:08:15
-2.25,400,0,03:08:16
-2.25,400,0,03:08:17
-2.25,400,0,03:08:18
-2.1875,400,0,03:08:20
-2.25,400,0,03:08:21
-2.25,400,0,03:08:22
-2.25,400,0,03:08:23
-2.25,400,0,03:08:25
-2.25,400,0,03:08:26
-2.25,400,0,03:08:27
-2.25,400,0,03:08:28
-2.25,400,0,03:08:30
-2.25,400,0,03:08:31
-2.25,400,0,03:08:32
-2.1875,400,0,03:08:33
-2.25,400,0,03:08:34
-2.1875,400,0,03:08:36
-2.1875,400,0,03:08:37
-2.25,400,0,03:08:38
-2.25,400,0,03:08:39
-2.1875,400,0,03:08:41
-2.1875,400,0,03:08:42
-2.1875,400,0,03:08:43
-2.1875,400,0,03:08:44
-2.25,400,0,03:08:46
-2.25,400,0,03:08:47
-2.1875,400,0,03:08:48
-2.1875,400,0,03:08:49
-2.1875,400,0,03:08:50
-2.1875,400,0,03:08:52
-2.1875,400,0,03:08:53
-2.1875,400,0,03:08:54
-2.1875,400,0,03:08:55
-2.1875,400,0,03:08:57
-2.1875,400,0,03:08:58
-2.1875,400,0,03:08:59
-2.1875,400,0,03:09:00
-2.1875,400,0,03:09:02
-2.1875,400,0,03:09:03
-2.1875,400,0,03:09:04
-2.1875,400,0,03:09:05
-2.125,400,0,03:09:07
-2.125,400,0,03:09:08
-2.125,400,0,03:09:09
-2.125,400,0,03:09:10
-2.125,400,0,03:09:11
-2.125,400,0,03:09:13
-2.125,400,0,03:09:14
-2.0625,400,0,03:09:15
-2.0625,400,0,03:09:16
-2.125,400,0,03:09:18
-2.0625,400,0,03:09:19
-2.0625,400,0,03:09:20
-2.0625,400,0,03:09:21
-2.0625,400,0,03:09:23
-2.0625,400,0,03:09:24
-2.0625,400,0,03:09:25
-2.0625,400,0,03:09:26
-2.0,400,0,03:09:28
-2.0,400,0,03:09:29
-2.0,400,0,03:09:30
-2.0,400,0,03:09:31
-2.0,400,0,03:09:32
-2.0,400,0,03:09:34
-2.0,400,0,03:09:35
-1.9375,400,0,03:09:36
-2.0,400,0,03:09:37
-2.0,400,0,03:09:39
-2.0,400,0,03:09:40
-1.9375,400,0,03:09:41
-2.0,400,0,03:09:42
-2.0,400,0,03:09:44
-1.9375,400,0,03:09:45
-2.0,400,0,03:09:46
-2.0,400,0,03:09:47
-2.0,400,0,03:09:48
-1.9375,400,0,03:09:50
-2.0,400,0,03:09:51
-1.9375,400,0,03:09:52
-1.9375,400,0,03:09:53
-1.9375,400,0,03:09:55
-1.9375,400,0,03:09:56
-1.9375,400,0,03:09:57
-1.9375,400,0,03:09:58
-1.9375,400,0,03:10:00
-1.875,400,0,03:10:01
-1.875,400,0,03:10:02
-1.8125,400,0,03:10:03
-1.875,400,0,03:10:05
-1.875,400,0,03:10:06
-1.875,400,0,03:10:07
-1.875,400,0,03:10:08
-1.8125,400,0,03:10:09
-1.8125,400,0,03:10:11
-1.875,400,0,03:10:12
-1.8125,400,0,03:10:13
-1.8125,400,0,03:10:14
-1.8125,400,0,03:10:16
-1.8125,400,0,03:10:17
-1.875,400,0,03:10:18
-1.8125,400,0,03:10:19
-1.8125,400,0,03:10:21
-1.8125,400,0,03:10:22
-1.8125,400,0,03:10:23
-1.8125,400,0,03:10:24
-1.8125,400,0,03:10:25
-1.75,400,0,03:10:27
-1.8125,400,0,03:10:28
-1.8125,400,0,03:10:29
-1.75,400,0,03:10:30
-1.75,400,0,03:10:32
-1.75,400,0,03:10:33
-1.75,400,0,03:10:34
-1.75,400,0,03:10:35
-1.75,400,0,03:10:37
-1.75,400,0,03:10:38
-1.75,400,0,03:10:39
-1.75,400,0,03:10:40
-1.75,400,0,03:10:42
-1.6875,400,0,03:10:43
-1.6875,400,0,03:10:44
-1.75,400,0,03:10:45
-1.6875,400,0,03:10:46
-1.625,400,0,03:10:48
-1.75,400,0,03:10:49
-1.6875,400,0,03:10:50
-1.6875,400,0,03:10:51
-1.625,400,0,03:10:53
-1.6875,400,0,03:10:54
-1.625,400,0,03:10:55
-1.6875,400,0,03:10:56
-1.6875,400,0,03:10:58
-1.6875,400,0,03:10:59
-1.625,400,0,03:11:00
-1.6875,400,0,03:11:01
-1.6875,400,0,03:11:02
-1.6875,400,0,03:11:04
-1.625,400,0,03:11:05
-1.625,400,0,03:11:06
-1.6875,400,0,03:11:07
-1.625,400,0,03:11:09
-1.625,400,0,03:11:10
-1.625,400,0,03:11:11
-1.625,400,0,03:11:12
-1.5625,400,0,03:11:14
-1.625,400,0,03:11:15
-1.5625,400,0,03:11:16
-1.625,400,0,03:11:17
-1.625,400,0,03:11:19
-1.625,400,0,03:11:20
-1.5625,400,0,03:11:21
-1.625,400,0,03:11:22
-1.5625,400,0,03:11:23
-1.5625,400,0,03:11:25
-1.5625,400,0,03:11:26
-1.5625,400,0,03:11:27
-1.5625,400,0,03:11:28
-1.5625,400,0,03:11:30
-1.5625,400,0,03:11:31
-1.5625,400,0,03:11:32
-1.5625,400,0,03:11:33
-1.5,400,0,03:11:35
-1.5,400,0,03:11:36
-1.5625,400,0,03:11:37
-1.5,400,0,03:11:38
-1.5,400,0,03:11:40
-1.5625,400,0,03:11:41
-1.5,400,0,03:11:42
-1.5,400,0,03:11:43
-1.4375,400,0,03:11:44
-1.5,400,0,03:11:46
-1.5,400,0,03:11:47
-1.4375,400,0,03:11:48
-1.4375,400,0,03:11:49
-1.4375,400,0,03:11:51
-1.4375,400,0,03:11:52
-1.4375,400,0,03:11:53
-1.4375,400,0,03:11:54
-1.4375,400,0,03:11:56
-1.5,400,0,03:11:57
-1.375,400,0,03:11:58
-1.375,400,0,03:11:59
-1.4375,400,0,03:12:00
-1.4375,400,0,03:12:02
-1.4375,400,0,03:12:03
-1.375,400,0,03:12:04
-1.4375,400,0,03:12:05
-1.4375,400,0,03:12:07
-1.4375,400,0,03:12:08
-1.375,400,0,03:12:09
-1.375,400,0,03:12:10
-1.375,400,0,03:12:12
-1.375,400,0,03:12:13
-1.375,400,0,03:12:14
-1.375,400,0,03:12:15
-1.375,400,0,03:12:17
-1.375,400,0,03:12:18
-1.4375,400,0,03:12:19
-1.375,400,0,03:12:20
-1.375,400,0,03:12:21
-1.375,400,0,03:12:23
-1.3125,400,0,03:12:24
-1.375,400,0,03:12:25
-1.375,400,0,03:12:26
-1.3125,400,0,03:12:28
-1.3125,400,0,03:12:29
-1.375,400,0,03:12:30
-1.3125,400,0,03:12:31
-1.3125,400,0,03:12:33
-1.25,400,0,03:12:34
-1.3125,400,0,03:12:35
-1.25,400,0,03:12:36
-1.3125,400,0,03:12:37
-1.3125,400,0,03:12:39
-1.25,400,0,03:12:40
-1.3125,400,0,03:12:41
-1.25,400,0,03:12:42
-1.25,400,0,03:12:44
-1.25,400,0,03:12:45
-1.3125,400,0,03:12:46
-1.25,400,0,03:12:47
-1.25,400,0,03:12:49
-1.25,400,0,03:12:50
-1.25,400,0,03:12:51
-1.25,400,0,03:12:52
-1.25,400,0,03:12:54
-1.25,400,0,03:12:55
-1.1875,400,0,03:12:56
-1.25,400,0,03:12:57
-1.25,400,0,03:12:58
-1.1875,400,0,03:13:00
-1.1875,400,0,03:13:01
-1.1875,400,0,03:13:02
-1.1875,400,0,03:13:03
-1.1875,400,0,03:13:05
